"id","pmid","title","author","refrence"
"1001","10660589","Structure-activity relationship study of antimicrobial dermaseptin S4 showing the consequences of peptide oligomerization on selective cytotoxicity.","Feder R,Dagan A","J Biol Chem. 2000 Feb 11;275(6):4230-8."
"1002","10660589","Structure-activity relationship study of antimicrobial dermaseptin S4 showing the consequences of peptide oligomerization on selective cytotoxicity.","Feder R,Dagan A","J Biol Chem. 2000 Feb 11;275(6):4230-8."
"1003","10660589","Structure-activity relationship study of antimicrobial dermaseptin S4 showing the consequences of peptide oligomerization on selective cytotoxicity.","Feder R,Dagan A","J Biol Chem. 2000 Feb 11;275(6):4230-8."
"1004","10660589","Structure-activity relationship study of antimicrobial dermaseptin S4 showing the consequences of peptide oligomerization on selective cytotoxicity.","Feder R,Dagan A","J Biol Chem. 2000 Feb 11;275(6):4230-8."
"1005","10660589","Structure-activity relationship study of antimicrobial dermaseptin S4 showing the consequences of peptide oligomerization on selective cytotoxicity.","Feder R,Dagan A","J Biol Chem. 2000 Feb 11;275(6):4230-8."
"1006","10660589","Structure-activity relationship study of antimicrobial dermaseptin S4 showing the consequences of peptide oligomerization on selective cytotoxicity.","Feder R,Dagan A","J Biol Chem. 2000 Feb 11;275(6):4230-8."
"1007","10660589","Structure-activity relationship study of antimicrobial dermaseptin S4 showing the consequences of peptide oligomerization on selective cytotoxicity.","Feder R,Dagan A","J Biol Chem. 2000 Feb 11;275(6):4230-8."
"1008","10660589","Structure-activity relationship study of antimicrobial dermaseptin S4 showing the consequences of peptide oligomerization on selective cytotoxicity.","Feder R,Dagan A","J Biol Chem. 2000 Feb 11;275(6):4230-8."
"1009","10660589","Structure-activity relationship study of antimicrobial dermaseptin S4 showing the consequences of peptide oligomerization on selective cytotoxicity.","Feder R,Dagan A","J Biol Chem. 2000 Feb 11;275(6):4230-8."
"1010","10660589","Structure-activity relationship study of antimicrobial dermaseptin S4 showing the consequences of peptide oligomerization on selective cytotoxicity.","Feder R,Dagan A","J Biol Chem. 2000 Feb 11;275(6):4230-8."
"1011","10660589","Structure-activity relationship study of antimicrobial dermaseptin S4 showing the consequences of peptide oligomerization on selective cytotoxicity.","Feder R,Dagan A","J Biol Chem. 2000 Feb 11;275(6):4230-8."
"1012","10660589","Structure-activity relationship study of antimicrobial dermaseptin S4 showing the consequences of peptide oligomerization on selective cytotoxicity.","Feder R,Dagan A","J Biol Chem. 2000 Feb 11;275(6):4230-8."
"1013","10660589","Structure-activity relationship study of antimicrobial dermaseptin S4 showing the consequences of peptide oligomerization on selective cytotoxicity.","Feder R,Dagan A","J Biol Chem. 2000 Feb 11;275(6):4230-8."
"1014","10660589","Structure-activity relationship study of antimicrobial dermaseptin S4 showing the consequences of peptide oligomerization on selective cytotoxicity.","Feder R,Dagan A","J Biol Chem. 2000 Feb 11;275(6):4230-8."
"1015","10660589","Structure-activity relationship study of antimicrobial dermaseptin S4 showing the consequences of peptide oligomerization on selective cytotoxicity.","Feder R,Dagan A","J Biol Chem. 2000 Feb 11;275(6):4230-8."
"1016","10660589","Structure-activity relationship study of antimicrobial dermaseptin S4 showing the consequences of peptide oligomerization on selective cytotoxicity.","Feder R,Dagan A","J Biol Chem. 2000 Feb 11;275(6):4230-8."
"1017","10660589","Structure-activity relationship study of antimicrobial dermaseptin S4 showing the consequences of peptide oligomerization on selective cytotoxicity.","Feder R,Dagan A","J Biol Chem. 2000 Feb 11;275(6):4230-8."
"1018","10660589","Structure-activity relationship study of antimicrobial dermaseptin S4 showing the consequences of peptide oligomerization on selective cytotoxicity.","Feder R,Dagan A","J Biol Chem. 2000 Feb 11;275(6):4230-8."
"1019","10660589","Structure-activity relationship study of antimicrobial dermaseptin S4 showing the consequences of peptide oligomerization on selective cytotoxicity.","Feder R,Dagan A","J Biol Chem. 2000 Feb 11;275(6):4230-8."
"1020","10978343","Styelin D, an extensively modified antimicrobial peptide from ascidian hemocytes.","Taylor SW,Craig AG,Fischer WH,Park M","J Biol Chem. 2000 Dec 8;275(49):38417-26."
"1021","10978343","Styelin D, an extensively modified antimicrobial peptide from ascidian hemocytes.","Taylor SW,Craig AG,Fischer WH,Park M","J Biol Chem. 2000 Dec 8;275(49):38417-26."
"1022","15149180","Promotion of peptide antimicrobial activity by fatty acid conjugation.","Chu-Kung, Alexander ,Chu-Kung AF,Bozzelli KN,Lockwood NA,Haseman JR,Mayo KH","Bioconjug Chem. 2004 May-Jun;15(3):530-5."
"1023","15149180","Promotion of peptide antimicrobial activity by fatty acid conjugation.","Chu-Kung, Alexander ,Chu-Kung AF,Bozzelli KN,Lockwood NA,Haseman JR,Mayo KH","Bioconjug Chem. 2004 May-Jun;15(3):530-5."
"1024","15149180","Promotion of peptide antimicrobial activity by fatty acid conjugation.","Chu-Kung, Alexander ,Chu-Kung AF,Bozzelli KN,Lockwood NA,Haseman JR,Mayo KH","Bioconjug Chem. 2004 May-Jun;15(3):530-5."
"1025","18081258","Anti-HIV cyclotides from the Chinese medicinal herb Viola yedoensis.","Wang CK,Colgrave ML,Gustafson KR,Ireland DC,Goransson U","J Nat Prod. 2008 Jan;71(1):47-52. Epub 2007 Dec 15."
"1027","18081258","Anti-HIV cyclotides from the Chinese medicinal herb Viola yedoensis.","Wang CK,Colgrave ML,Gustafson KR,Ireland DC,Goransson U","J Nat Prod. 2008 Jan;71(1):47-52. Epub 2007 Dec 15."
"1028","18081258","Anti-HIV cyclotides from the Chinese medicinal herb Viola yedoensis.","Wang CK,Colgrave ML,Gustafson KR,Ireland DC,Goransson U","J Nat Prod. 2008 Jan;71(1):47-52. Epub 2007 Dec 15."
"1029","18081258","Anti-HIV cyclotides from the Chinese medicinal herb Viola yedoensis.","Wang CK,Colgrave ML,Gustafson KR,Ireland DC,Goransson U","J Nat Prod. 2008 Jan;71(1):47-52. Epub 2007 Dec 15."
"1030","18243710","Design and synthesis of cyclic disulfide-bonded antibacterial peptides on the basis of the alpha helical domain of Tenecin 1, an insect defensin.","Ahn HS,Cho W,Kim JM,Joshi BP,Park JW,Lohani CR,Cho H","Bioorg Med Chem. 2008 Apr 1;16(7):4127-37. doi: 10.1016/j.bmc.2008.01.019. Epub 2008 Jan 16."
"1031","18243710","Design and synthesis of cyclic disulfide-bonded antibacterial peptides on the basis of the alpha helical domain of Tenecin 1, an insect defensin.","Ahn HS,Cho W,Kim JM,Joshi BP,Park JW,Lohani CR,Cho H","Bioorg Med Chem. 2008 Apr 1;16(7):4127-37. doi: 10.1016/j.bmc.2008.01.019. Epub 2008 Jan 16."
"1032","18243710","Design and synthesis of cyclic disulfide-bonded antibacterial peptides on the basis of the alpha helical domain of Tenecin 1, an insect defensin.","Ahn HS,Cho W,Kim JM,Joshi BP,Park JW,Lohani CR,Cho H","Bioorg Med Chem. 2008 Apr 1;16(7):4127-37. doi: 10.1016/j.bmc.2008.01.019. Epub 2008 Jan 16."
"1033","18243710","Design and synthesis of cyclic disulfide-bonded antibacterial peptides on the basis of the alpha helical domain of Tenecin 1, an insect defensin.","Ahn HS,Cho W,Kim JM,Joshi BP,Park JW,Lohani CR,Cho H","Bioorg Med Chem. 2008 Apr 1;16(7):4127-37. doi: 10.1016/j.bmc.2008.01.019. Epub 2008 Jan 16."
"1034","18243710","Design and synthesis of cyclic disulfide-bonded antibacterial peptides on the basis of the alpha helical domain of Tenecin 1, an insect defensin.","Ahn HS,Cho W,Kim JM,Joshi BP,Park JW,Lohani CR,Cho H","Bioorg Med Chem. 2008 Apr 1;16(7):4127-37. doi: 10.1016/j.bmc.2008.01.019. Epub 2008 Jan 16."
"1035","18243710","Design and synthesis of cyclic disulfide-bonded antibacterial peptides on the basis of the alpha helical domain of Tenecin 1, an insect defensin.","Ahn HS,Cho W,Kim JM,Joshi BP,Park JW,Lohani CR,Cho H","Bioorg Med Chem. 2008 Apr 1;16(7):4127-37. doi: 10.1016/j.bmc.2008.01.019. Epub 2008 Jan 16."
"1036","18243710","Design and synthesis of cyclic disulfide-bonded antibacterial peptides on the basis of the alpha helical domain of Tenecin 1, an insect defensin.","Ahn HS,Cho W,Kim JM,Joshi BP,Park JW,Lohani CR,Cho H","Bioorg Med Chem. 2008 Apr 1;16(7):4127-37. doi: 10.1016/j.bmc.2008.01.019. Epub 2008 Jan 16."
"1037","18243710","Design and synthesis of cyclic disulfide-bonded antibacterial peptides on the basis of the alpha helical domain of Tenecin 1, an insect defensin.","Ahn HS,Cho W,Kim JM,Joshi BP,Park JW,Lohani CR,Cho H","Bioorg Med Chem. 2008 Apr 1;16(7):4127-37. doi: 10.1016/j.bmc.2008.01.019. Epub 2008 Jan 16."
"1038","10924341","Antibacterial and hemolytic activities of single tryptophan analogs of indolicidin.","Subbalakshmi C,Bikshapathy E,Sitaram N","Biochem Biophys Res Commun. 2000 Aug 11;274(3):714-6."
"1039","10924341","Antibacterial and hemolytic activities of single tryptophan analogs of indolicidin.","Subbalakshmi C,Bikshapathy E,Sitaram N","Biochem Biophys Res Commun. 2000 Aug 11;274(3):714-6."
"1040","10924341","Antibacterial and hemolytic activities of single tryptophan analogs of indolicidin.","Subbalakshmi C,Bikshapathy E,Sitaram N","Biochem Biophys Res Commun. 2000 Aug 11;274(3):714-6."
"1041","10924341","Antibacterial and hemolytic activities of single tryptophan analogs of indolicidin.","Subbalakshmi C,Bikshapathy E,Sitaram N","Biochem Biophys Res Commun. 2000 Aug 11;274(3):714-6."
"1042","11087404","Interaction of polyphemusin I and structural analogs with bacterial membranes, lipopolysaccharide, and lipid monolayers.","Zhang L,Scott MG,Yan H,Mayer LD","Biochemistry. 2000 Nov 28;39(47):14504-14."
"1043","11087404","Interaction of polyphemusin I and structural analogs with bacterial membranes, lipopolysaccharide, and lipid monolayers.","Zhang L,Scott MG,Yan H,Mayer LD","Biochemistry. 2000 Nov 28;39(47):14504-14."
"1044","11087404","Interaction of polyphemusin I and structural analogs with bacterial membranes, lipopolysaccharide, and lipid monolayers.","Zhang L,Scott MG,Yan H,Mayer LD","Biochemistry. 2000 Nov 28;39(47):14504-14."
"1045","11087404","Interaction of polyphemusin I and structural analogs with bacterial membranes, lipopolysaccharide, and lipid monolayers.","Zhang L,Scott MG,Yan H,Mayer LD","Biochemistry. 2000 Nov 28;39(47):14504-14."
"1046","11467858","Structure-activity analysis of SMAP-29, a sheep leukocytes-derived antimicrobial peptide.","Shin SY,Park EJ,Yang ST,Jung HJ,Eom SH,Song WK,Kim Y,Hahm KS","Biochem Biophys Res Commun. 2001 Jul 27;285(4):1046-51."
"1047","11467858","Structure-activity analysis of SMAP-29, a sheep leukocytes-derived antimicrobial peptide.","Shin SY,Park EJ,Yang ST,Jung HJ,Eom SH,Song WK,Kim Y,Hahm KS","Biochem Biophys Res Commun. 2001 Jul 27;285(4):1046-51."
